nombre_avis,asin,prix,image_url,note,page,url,titre
5,B07GKHCM2S,£599.10,https://m.media-amazon.com/images/I/61BjWvULpxL._AC_UL320_.jpg,4.3 out of 5 stars,1,https://www.amazon.co.uk/Apple-15-4-inch-MacBook-Retina-display/dp/B07GKHCM2S/ref=sr_1_11?dib=eyJ2IjoiMSJ9.-4WEjr5OW6-3xMD2AM0VrqpQJOGS0Eh4MUdaWhdz_duE5gWEH2CQe3O9lUU2Z9A6rxI9OOYeDOqb7pjyOG9lXWmJeAUeYuLxszd_lQrB334E5f06uQe4lz6uqqjz3xp2sX3q7DPeyj4iCh-VhoWZAcqI1KzUkM5EuSYbyy00tqPJGey81G77ddIxxggewOt6_kZzC7eRwNmbGyROpD1tqziPMhY9cJ1VXQGU9Vx7DWF_chhuF3hgLenti-f4zzSu6YCWd_4RiebEUpSJU8PvrSL7Z5-OElCUGMCvZgD0ypo.R7BBYrmAVYX5SHF--0pjaS5_soXxfxD0yzzxznTCn0o&dib_tag=se&qid=1746427297&s=computers&sr=1-11,"Apple 15.4-inch MacBook Pro with Retina display - MJLQ2B/A - Intel Core i7 2.2GHz Quad-core ,16GB RAM, 256 GB SSD, Intel Iris Pro Graphics (Renewed)"
221,B08BWQF2B9,£264.14,https://m.media-amazon.com/images/I/71X8Y5Fn88L._AC_UL320_.jpg,3.7 out of 5 stars,1,https://www.amazon.co.uk/HP-ELITEBOOK-Touchscreen-WINDOWS-Renewed/dp/B08BWQF2B9/ref=sr_1_12?dib=eyJ2IjoiMSJ9.-4WEjr5OW6-3xMD2AM0VrqpQJOGS0Eh4MUdaWhdz_duE5gWEH2CQe3O9lUU2Z9A6rxI9OOYeDOqb7pjyOG9lXWmJeAUeYuLxszd_lQrB334E5f06uQe4lz6uqqjz3xp2sX3q7DPeyj4iCh-VhoWZAcqI1KzUkM5EuSYbyy00tqPJGey81G77ddIxxggewOt6_kZzC7eRwNmbGyROpD1tqziPMhY9cJ1VXQGU9Vx7DWF_chhuF3hgLenti-f4zzSu6YCWd_4RiebEUpSJU8PvrSL7Z5-OElCUGMCvZgD0ypo.R7BBYrmAVYX5SHF--0pjaS5_soXxfxD0yzzxznTCn0o&dib_tag=se&qid=1746427297&s=computers&sr=1-12,HP ELITEBOOK x360 1030 G2 13.3in Touchscreen LAPTOP INTEL CORE i5 7th GEN 2.5GHZ WEBCAM 8GB RAM 256GB SSD WINDOWS 10 PRO 64BIT (Renewed)
37,B0CMQM6977,Prix non disponible,https://m.media-amazon.com/images/I/61WVX5zPaSL._AC_UL320_.jpg,3.9 out of 5 stars,1,https://www.amazon.co.uk/Lenovo-ThinkPad-T490-14-Laptop/dp/B0CMQM6977/ref=sr_1_13?dib=eyJ2IjoiMSJ9.-4WEjr5OW6-3xMD2AM0VrqpQJOGS0Eh4MUdaWhdz_duE5gWEH2CQe3O9lUU2Z9A6rxI9OOYeDOqb7pjyOG9lXWmJeAUeYuLxszd_lQrB334E5f06uQe4lz6uqqjz3xp2sX3q7DPeyj4iCh-VhoWZAcqI1KzUkM5EuSYbyy00tqPJGey81G77ddIxxggewOt6_kZzC7eRwNmbGyROpD1tqziPMhY9cJ1VXQGU9Vx7DWF_chhuF3hgLenti-f4zzSu6YCWd_4RiebEUpSJU8PvrSL7Z5-OElCUGMCvZgD0ypo.R7BBYrmAVYX5SHF--0pjaS5_soXxfxD0yzzxznTCn0o&dib_tag=se&qid=1746427297&s=computers&sr=1-13,"Lenovo ThinkPad T490 14"" Laptop - Intel Core i5 8th Gen CPU - 16GB RAM - 256GB SSD - Windows 11 Pro (Renewed)"
"1,534",B07GCRHS5V,£149.00,https://m.media-amazon.com/images/I/61SRfxhDHiL._AC_UL320_.jpg,4.0 out of 5 stars,1,https://www.amazon.co.uk/Dell-Latitude-i5-6300U-Windows-Renewed/dp/B07GCRHS5V/ref=sr_1_14?dib=eyJ2IjoiMSJ9.-4WEjr5OW6-3xMD2AM0VrqpQJOGS0Eh4MUdaWhdz_duE5gWEH2CQe3O9lUU2Z9A6rxI9OOYeDOqb7pjyOG9lXWmJeAUeYuLxszd_lQrB334E5f06uQe4lz6uqqjz3xp2sX3q7DPeyj4iCh-VhoWZAcqI1KzUkM5EuSYbyy00tqPJGey81G77ddIxxggewOt6_kZzC7eRwNmbGyROpD1tqziPMhY9cJ1VXQGU9Vx7DWF_chhuF3hgLenti-f4zzSu6YCWd_4RiebEUpSJU8PvrSL7Z5-OElCUGMCvZgD0ypo.R7BBYrmAVYX5SHF--0pjaS5_soXxfxD0yzzxznTCn0o&dib_tag=se&qid=1746427297&s=computers&sr=1-14,"Dell Latitude E7470 14in Laptop, Core i5-6300U 2.4GHz, 8GB Ram, 256GB SSD, Windows 10 Pro 64bit (Renewed)"
314,B08R2WTNQ6,£750.00,https://m.media-amazon.com/images/I/71fMZDz2sEL._AC_UL320_.jpg,4.3 out of 5 stars,1,https://www.amazon.co.uk/Apple-MacBook-Chip-13-inch-512GB/dp/B08R2WTNQ6/ref=sr_1_15?dib=eyJ2IjoiMSJ9.-4WEjr5OW6-3xMD2AM0VrqpQJOGS0Eh4MUdaWhdz_duE5gWEH2CQe3O9lUU2Z9A6rxI9OOYeDOqb7pjyOG9lXWmJeAUeYuLxszd_lQrB334E5f06uQe4lz6uqqjz3xp2sX3q7DPeyj4iCh-VhoWZAcqI1KzUkM5EuSYbyy00tqPJGey81G77ddIxxggewOt6_kZzC7eRwNmbGyROpD1tqziPMhY9cJ1VXQGU9Vx7DWF_chhuF3hgLenti-f4zzSu6YCWd_4RiebEUpSJU8PvrSL7Z5-OElCUGMCvZgD0ypo.R7BBYrmAVYX5SHF--0pjaS5_soXxfxD0yzzxznTCn0o&dib_tag=se&qid=1746427297&s=computers&sr=1-15,"2020 Apple MacBook Air with Apple M1 Chip (13-inch, 8GB RAM, 512GB SSD) (QWERTY English) Space Grey (Renewed)"
236,B0CF25J5LS,Prix non disponible,https://m.media-amazon.com/images/I/5120aaPFwNL._AC_UL320_.jpg,4.2 out of 5 stars,1,https://www.amazon.co.uk/Microsoft-Surface-Ultra-Thin-Touchscreen-Platinum/dp/B0CF25J5LS/ref=sr_1_16?dib=eyJ2IjoiMSJ9.-4WEjr5OW6-3xMD2AM0VrqpQJOGS0Eh4MUdaWhdz_duE5gWEH2CQe3O9lUU2Z9A6rxI9OOYeDOqb7pjyOG9lXWmJeAUeYuLxszd_lQrB334E5f06uQe4lz6uqqjz3xp2sX3q7DPeyj4iCh-VhoWZAcqI1KzUkM5EuSYbyy00tqPJGey81G77ddIxxggewOt6_kZzC7eRwNmbGyROpD1tqziPMhY9cJ1VXQGU9Vx7DWF_chhuF3hgLenti-f4zzSu6YCWd_4RiebEUpSJU8PvrSL7Z5-OElCUGMCvZgD0ypo.R7BBYrmAVYX5SHF--0pjaS5_soXxfxD0yzzxznTCn0o&dib_tag=se&qid=1746427297&s=computers&sr=1-16,Microsoft Surface Laptop Go 3 | Ultra-Thin 12.4” Touchscreen Laptop | Intel Core i5 | 8GB RAM | 256GB SSD | Platinum | Windows 11 Home | 2023 Model
189,B082P7XWMN,£129.99,https://m.media-amazon.com/images/I/61n+FyzRjVL._AC_UL320_.jpg,3.9 out of 5 stars,1,https://www.amazon.co.uk/Lenovo-ThinkPad-X260-12-5-Ultrabook/dp/B082P7XWMN/ref=sr_1_17?dib=eyJ2IjoiMSJ9.-4WEjr5OW6-3xMD2AM0VrqpQJOGS0Eh4MUdaWhdz_duE5gWEH2CQe3O9lUU2Z9A6rxI9OOYeDOqb7pjyOG9lXWmJeAUeYuLxszd_lQrB334E5f06uQe4lz6uqqjz3xp2sX3q7DPeyj4iCh-VhoWZAcqI1KzUkM5EuSYbyy00tqPJGey81G77ddIxxggewOt6_kZzC7eRwNmbGyROpD1tqziPMhY9cJ1VXQGU9Vx7DWF_chhuF3hgLenti-f4zzSu6YCWd_4RiebEUpSJU8PvrSL7Z5-OElCUGMCvZgD0ypo.R7BBYrmAVYX5SHF--0pjaS5_soXxfxD0yzzxznTCn0o&dib_tag=se&qid=1746427297&s=computers&sr=1-17,"Lenovo ThinkPad X260 12.5-inch Ultrabook - Core i5-6300U 2.4GHz, 8GB RAM, 256GB SSD, HDMI, WiFi, WebCam, Windows 10 Professional 64-bit (Renewed)"
7,B0D6YLBBZL,"£2,028.35",https://m.media-amazon.com/images/I/711tV5RtIML._AC_UL320_.jpg,4.2 out of 5 stars,1,https://www.amazon.co.uk/Lenovo-ThinkPad-T14s-Gen-6-2024/dp/B0D6YLBBZL/ref=sr_1_18?dib=eyJ2IjoiMSJ9.-4WEjr5OW6-3xMD2AM0VrqpQJOGS0Eh4MUdaWhdz_duE5gWEH2CQe3O9lUU2Z9A6rxI9OOYeDOqb7pjyOG9lXWmJeAUeYuLxszd_lQrB334E5f06uQe4lz6uqqjz3xp2sX3q7DPeyj4iCh-VhoWZAcqI1KzUkM5EuSYbyy00tqPJGey81G77ddIxxggewOt6_kZzC7eRwNmbGyROpD1tqziPMhY9cJ1VXQGU9Vx7DWF_chhuF3hgLenti-f4zzSu6YCWd_4RiebEUpSJU8PvrSL7Z5-OElCUGMCvZgD0ypo.R7BBYrmAVYX5SHF--0pjaS5_soXxfxD0yzzxznTCn0o&dib_tag=se&qid=1746427297&s=computers&sr=1-18,"Lenovo ThinkPad T14s Gen 6-2024 - Premium Laptop - Wi-Fi 7-14"" WUXGA IPS Display - 32GB Memory - 1TB SSD Storage - Snapdragon® X Elite - Black"
6,B01M102M7E,Prix non disponible,https://m.media-amazon.com/images/I/31AvW98NmJL._AC_UL320_.jpg,3.8 out of 5 stars,1,https://www.amazon.co.uk/refurbished-Professional-processor-Microsoft-installed/dp/B01M102M7E/ref=sr_1_19?dib=eyJ2IjoiMSJ9.-4WEjr5OW6-3xMD2AM0VrqpQJOGS0Eh4MUdaWhdz_duE5gWEH2CQe3O9lUU2Z9A6rxI9OOYeDOqb7pjyOG9lXWmJeAUeYuLxszd_lQrB334E5f06uQe4lz6uqqjz3xp2sX3q7DPeyj4iCh-VhoWZAcqI1KzUkM5EuSYbyy00tqPJGey81G77ddIxxggewOt6_kZzC7eRwNmbGyROpD1tqziPMhY9cJ1VXQGU9Vx7DWF_chhuF3hgLenti-f4zzSu6YCWd_4RiebEUpSJU8PvrSL7Z5-OElCUGMCvZgD0ypo.R7BBYrmAVYX5SHF--0pjaS5_soXxfxD0yzzxznTCn0o&dib_tag=se&qid=1746427297&s=computers&sr=1-19,Excellent value! Cheap home business student office Windows 7 Professional laptop with Intel DUAL CORE processor and Microsoft Office 2007 Professional fully installed. Various brands!
275,B07JYT4PZR,Prix non disponible,https://m.media-amazon.com/images/I/41I9FOAHjML._AC_UL320_.jpg,3.6 out of 5 stars,1,https://www.amazon.co.uk/Dell-Latitude-Bluetooth-Certified-Refurbished/dp/B07JYT4PZR/ref=sr_1_20?dib=eyJ2IjoiMSJ9.-4WEjr5OW6-3xMD2AM0VrqpQJOGS0Eh4MUdaWhdz_duE5gWEH2CQe3O9lUU2Z9A6rxI9OOYeDOqb7pjyOG9lXWmJeAUeYuLxszd_lQrB334E5f06uQe4lz6uqqjz3xp2sX3q7DPeyj4iCh-VhoWZAcqI1KzUkM5EuSYbyy00tqPJGey81G77ddIxxggewOt6_kZzC7eRwNmbGyROpD1tqziPMhY9cJ1VXQGU9Vx7DWF_chhuF3hgLenti-f4zzSu6YCWd_4RiebEUpSJU8PvrSL7Z5-OElCUGMCvZgD0ypo.R7BBYrmAVYX5SHF--0pjaS5_soXxfxD0yzzxznTCn0o&dib_tag=se&qid=1746427297&s=computers&sr=1-20,"Dell Latitude 5490 Business 7th Gen Laptop PC (Intel Core i5-7300U, 8GB Ram, 256GB SSD, Camera, WIFI, Bluetooth) Win 10 Pro (Certified Refurbished)"
4,B0DGQTXDR3,Prix non disponible,https://m.media-amazon.com/images/I/619hHZH+SSL._AC_UL320_.jpg,5.0 out of 5 stars,1,https://www.amazon.co.uk/Samsung-Chromebook-Processor-Storage-Neptune/dp/B0DGQTXDR3/ref=sr_1_21?dib=eyJ2IjoiMSJ9.-4WEjr5OW6-3xMD2AM0VrqpQJOGS0Eh4MUdaWhdz_duE5gWEH2CQe3O9lUU2Z9A6rxI9OOYeDOqb7pjyOG9lXWmJeAUeYuLxszd_lQrB334E5f06uQe4lz6uqqjz3xp2sX3q7DPeyj4iCh-VhoWZAcqI1KzUkM5EuSYbyy00tqPJGey81G77ddIxxggewOt6_kZzC7eRwNmbGyROpD1tqziPMhY9cJ1VXQGU9Vx7DWF_chhuF3hgLenti-f4zzSu6YCWd_4RiebEUpSJU8PvrSL7Z5-OElCUGMCvZgD0ypo.R7BBYrmAVYX5SHF--0pjaS5_soXxfxD0yzzxznTCn0o&dib_tag=se&qid=1746427297&s=computers&sr=1-21,Samsung Galaxy Chromebook Plus Gemini AI Laptop | 15.6' FHD AMOLED | Intel Core 5 | 8 GB RAM | 256 GB SSD | Chrome OS | Backlit Keys Numeric Key | Metal Neptune Blue | Works with Galaxy Phone & Tab
2 capacities,B0BQRRHSDX,Prix non disponible,https://m.media-amazon.com/images/I/61m82ljP+vL._AC_UL320_.jpg,4.3 out of 5 stars,1,https://www.amazon.co.uk/Samsung-Galaxy-Processor-Storage-Graphite/dp/B0BQRRHSDX/ref=sr_1_22?dib=eyJ2IjoiMSJ9.-4WEjr5OW6-3xMD2AM0VrqpQJOGS0Eh4MUdaWhdz_duE5gWEH2CQe3O9lUU2Z9A6rxI9OOYeDOqb7pjyOG9lXWmJeAUeYuLxszd_lQrB334E5f06uQe4lz6uqqjz3xp2sX3q7DPeyj4iCh-VhoWZAcqI1KzUkM5EuSYbyy00tqPJGey81G77ddIxxggewOt6_kZzC7eRwNmbGyROpD1tqziPMhY9cJ1VXQGU9Vx7DWF_chhuF3hgLenti-f4zzSu6YCWd_4RiebEUpSJU8PvrSL7Z5-OElCUGMCvZgD0ypo.R7BBYrmAVYX5SHF--0pjaS5_soXxfxD0yzzxznTCn0o&dib_tag=se&qid=1746427297&s=computers&sr=1-22,Samsung Galaxy Book3 (360) Laptop with S Pen| 13.3 Inch FHD AMOLED Touch Display | Intel Core i7 | 16 GB RAM | 512 GB SSD | Windows 11 | Aluminium Graphite| Works with Galaxy Phone & Tab
3 capacities,B0CKN9M1S8,£285.93,https://m.media-amazon.com/images/I/717IyvlQf-L._AC_UL320_.jpg,3.9 out of 5 stars,1,https://www.amazon.co.uk/FUNYET-Computer-Notebook-Processors-Supports/dp/B0CKN9M1S8/ref=sr_1_23?dib=eyJ2IjoiMSJ9.-4WEjr5OW6-3xMD2AM0VrqpQJOGS0Eh4MUdaWhdz_duE5gWEH2CQe3O9lUU2Z9A6rxI9OOYeDOqb7pjyOG9lXWmJeAUeYuLxszd_lQrB334E5f06uQe4lz6uqqjz3xp2sX3q7DPeyj4iCh-VhoWZAcqI1KzUkM5EuSYbyy00tqPJGey81G77ddIxxggewOt6_kZzC7eRwNmbGyROpD1tqziPMhY9cJ1VXQGU9Vx7DWF_chhuF3hgLenti-f4zzSu6YCWd_4RiebEUpSJU8PvrSL7Z5-OElCUGMCvZgD0ypo.R7BBYrmAVYX5SHF--0pjaS5_soXxfxD0yzzxznTCn0o&dib_tag=se&qid=1746427297&s=computers&sr=1-23,"FUNYET 14 Inch Laptop Computer, Notebook, 8GB RAM 256GB SSD, Intel Celeron N5095 Processors, FHD 1920 x 1080, Supports 180 Angle Opening, Windows 11 Pro"
